fda_id,pat_id,doc_full_text,pat_full_text,label
P960014,7654979,"Catheters, Transluminal Coronary Angioplasty, Percutaneous. Indicated for balloon dilatation of stenotic portion of a coronary or bypass graft stenosis for purpose of improving myocardial perfusion.","Balloon catheter having improved balloon seal. The end cap is preferably formed of a relatively high durometer material with an inner surface on an outer surface of the shaft and on an outer surface of the balloon skirt section, and contacts a compression member on the balloon outer surface. The configuration prevents or inhibits failure at the balloon seals which otherwise results from the compression member moving or the balloon pulling off the shaft and out from under the compression member during inflation of the balloon. As a result, the balloon catheter of the invention has an improved consistent burst pressure and/or failure mode.",0
P180007,5246012,"Valve, Pulmonary. of Spiration® Valve System. Spiration® Valves are one-way endobronchial valves indicated for adult patients with shortness of breath and hyperinflation associated with severe emphysema in regions of lung that have low collateral ventilation.","Bronchoalveolar lavage catheter.  An outer catheter so sized and configured so as to extend from a point below the first bifurcation of the trachea through the upper respiratory system of the patient is disposed about an inner catheter having a tip secured in the opening at the distal end thereof with an outer lateral periphery larger in diameter than the outer surface of the inner catheter. A passageway is formed between said outer catheter and said inner catheter. A connector hub assembly, connected to the proximal end of the outer catheter and couplable to a supply of oxygen, allows for oxygen insufflation to take place during the bronchoalveolar lavage procedure. The proximal surface of the tip between the outer lateral periphery and the outer surface of the inner catheter is capable of sealingly engaging the distal end of the outer catheter. In this condition the pair of catheters can be advanced through the upper respiratory system of the patient without contaminating the outer surface of the inner catheter. The",0
P130013,10751158,"System, Appendage Closure, Left Atrial. WATCHMAN LAA CLOSURE TECHNOLOGY. THIS DEVICE IS INDICATED TO REDUCE RISK OF THROMBOEMBOLISM FROM LEFT ATRIAL APPENDAGE (LAA) IN PATIENTS WITH NON-VALVULAR ATRIAL FIBRILLATION WHO, ARE AT INCREASED RISK FOR STROKE AND SYSTEMIC EMBOLISM BASED ON CHADS2 OR CHA2DS2-VASC SCORES AND ARE RECOMMENDED FOR ANTICOAGULATION RAPY; ARE DEEMED BY IR PHYSICIANS TO BE SUITABLE FOR WARFARIN; AND HAVE AN APPROPRIATE RATIONALE TO SEEK A NON-PHARMACOLOGIC ALTERNATIVE TO WARFARIN, TAKING INTO ACCOUNT SAFETY AND EFFECTIVENESS OF DEVICE COMPARED TO WARFARIN.","Atrial appendage blood filtration systems. Instrumentation for percutaneous delivery of blood filtration devices to atrial appendages includes a curved access sheath and a delivery tube. A compressed filter device attached to a tether wire is loaded in the delivery tube. The access sheath and the delivery tube can be mechanically locked and moved together to place the device in a suitable deployment position. The device is deployed by expelling it from the delivery tube either by retracting the delivery tube over the tether wire, or by moving the tether wire forward through the delivery tube. A filter membrane in the deployed device extends across the appendage ostium to filter blood flow through the ostium. The filter membrane is configured to present a flat surface to atrial blood flow past the ostium.",1
P910054,6074380,"CATHETER, PERCUTANEOUS (VALVULOPLASTY). ","Device and method for transcutaneous surgery.  This invention relates to a device and method for use in transcutaneous surgical procedures, such as transcutaneous catheterization and surgical biopsy. To provide that the operative parts of instrumentation to be introduced into the patient's body are shielded from contact with the patient's skin, and thereby to inhibit transfer of micro-organisms from the skin into the body, there is provided a transcutaneous indwelling shield device for insertion into a skin aperture, comprising a transcutaneous distal portion providing an instrument access port, connecting to a proximal portion of shallow dished form of substantially greater dimension than said access port, the proximal portion tapering inwardly to said distal portion to readily guide the distal tip of the instrument to said access port. The distal portion serves as a wound retractor, and to this end at least the distal portion may be of resilient form to be resiliently deformed from a first, relatively open, configuration to a se",0
P140003,5658251,"Temporary Non-Roller Type Left Heart Support Blood Pump. IMPELLA., IMPELLA 2.5 SYSTEM IS A TEMPORARY (<= 6 HOURS) VENTRICULAR SUPPORT DEVICE INDICATED FOR USE DURING HIGH RISK PERCUTANEOUS CORONARY INTERVENTIONS (PCI) PERFORMED IN ELECTIVE OR URGENT, HEMODYNAMICALLY STABLE PATIENTS WITH SEVERE CORONARY ARTERY DISEASE AND DEPRESSED LEFT VENTRICULAR EJECTION FRACTION, WHEN A HEART TEAM, INCLUDING A CARDIAC SURGEON, HAS DETERMINED HIGH RISK PCI IS APPROPRIATE RAPEUTIC OPTION. USE OF IMPELLA 2.5 IN SE PATIENTS MAY PREVENT HEMODYNAMIC INSTABILITY WHICH CAN RESULT FROM REPEAT EPISODES OF REVERSIBLE MYOCARDIAL ISCHEMIA THAT OCCUR DURING PLANNED TEMPORARY CORONARY OCCLUSIONS AND MAY REDUCE PERI- AND POST-PROCEDURAL ADVERSE EVENTS.","Intravascular catheter with distal guide wire lumen and transition member.  An over-the-wire balloon dilatation catheter of the short guide wire lumen type has a stainless steel hypotube catheter shaft section, a distal plastic shaft section attached to the hypotube and a balloon connected to the distal plastic shaft section. A relatively short guide wire lumen extends throughout the length of the balloon. The distal shaft section includes a reinforcing and kink-resistant transition member extending throughout the length of the distal shaft section. The transition member allows the proximal guide wire lumen aperture to be placed distally from the distal end of the hypotube. This configuration permits the length of the guide wire lumen to be minimized. ",0
P180034,10661049,"Scaffold, Dissection Repair. use in superficial femoral and proximal popliteal arteries ranging in diameter from 3.5mm to 6.0mm for repair of post percutaneous transluminal balloon angioplasty dissection(s).","Elastic introducer sheath. An elastic percutaneous elastic introducer sheath is disclosed which can locally expand and reduce to accommodate a transcatheter medical device. The elastic introducer sheath includes a non-circumferentially continuous elastic frame, a liner, and a jacket.",0
P030025,7549983,Coronary Drug-Eluting Stent. TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM (MONORAIL AND OVER- -WIRE). IMPROVING LUMINAL DIAMETER FOR TREATMENT OF DE NOVO LESIONS <28 MM IN LENGTH IN NATIVE CORONARY ARTERIES >= 2.5 TO <= 3.75 MM IN DIAMETER.,"Method of closing an opening in a wall of the heart. Disclosed is a closure catheter, for closing a tissue opening such as an atrial septal defect, patent foreman ovale, or the left atrial appendage of the heart. The closure catheter carries a plurality of tissue anchors, which may be deployed into tissue surrounding the opening, and used to draw the opening closed. Methods are also disclosed.",0
P200039,10159505,"Shockwave Intravascular Lithotripsy System. Shockwave Intravascular Lithotripsy (IVL) System with Shockwave C2 Coronary Intravascular Lithotripsy (IVL) Ca ter. Shockwave Intravascular Lithotripsy (IVL) System with Shockwave C2 IVL Coronary Ca ter is indicated for lithotripsy-enabled, low-pressure balloon dilatation of severely calcified, stenotic de novo coronary arteries prior to stenting.","Shockwave catheter system with energy control. A system that breaks calcium in a liquid includes a catheter including first and second electrodes arranged to receive there-across a high electrical voltage at an initial low current. The high electrical voltage causes an electrical arc to form across the electrodes creating a gas bubble within the liquid, a high current to flow through the electrodes, and a mechanical shock wave. A power source provides the electrodes with the high electrical voltage at the initial current and terminates the high electrical voltage in response to the high current flow through the electrodes.",1
P230007,12048624,"Tricuspid Valve Repair Device, Percutaneously Delivered. TriClip G4 System. improving quality of life and functional status in patients with symptomatic severe tricuspid regurgitation despite optimal medical rapy, who are at intermediate or greater risk for surgery and in whom transca ter edge-to-edge valve repair is clinically appropriate and is expected to reduce tricuspid regurgitation severity to moderate or less, as determined by a multidisciplinary heart team.","Independent proximal element actuation methods. Fixation system for fixation of leaflets of a heart valve including an implantable fixation device having a first arm and a second arm, a first proximal element moveable relative to the first arm between a first position and a second position, and a second proximal element moveable relative to the second arm between a first position and a second position. The fixation system includes a delivery device having a catheter, a first proximal element line and a second proximal element line, and a handle having a first and second proximal element line handles coupled to the first proximal element line and the second proximal element line, respectively. The handle can include an interlock moveable between an unlocked position and a locked position.",1
P180001,8152758,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. endovascular treatment of patients with Type B aortic dissection. Zenith TX2 Dissection Endovascular Graft with Pro-Form is intended to seal entry tear(s) and to exclude aneurysms associated with chronic dissections. Zenith Dissection Endovascular Stent is intended to be used as a distal component to provide support to delaminated segments of non-aneurysmal aorta with dissection distal to a Zenith TX2 Dissection Endovascular Graft with Pro-Form. use in patients having suitable vascular anatomy for endovascular repair, including, adequate iliac/femoral access compatible with required introduction systems; for Zenith TX2 Dissection Endovascular Graft with Pro-Form, non-dissected/aneurysmal aortic segments (fixation sites) distal to left common carotid artery and proximal to entry tear with a length of at least 20 mm for graft, and non-dissected/aneurysmal aortic segments (fixation sites) distal to left common carotid artery and proximal to entry tear with a diameter (measured outer-wall to outer-wall) of no greater than 38 mm and no less than 20 mm for graft; for Zenith Dissection Endovascular Stent, diameter at non-aneurysmal intended implant site for stent (measured outer-wall to outer- wall) of no greater than 38 mm (true lumen) and no less than 20 mm (total aortic diameter).","Needle catheter. An apparatus including an expandable body; at least one delivery cannula coupled to an exterior portion of the expandable body; a needle having a protuberance thereon disposed in a lumen of the at least one delivery cannula; a stop disposed in the lumen of the at least one delivery cannula at a position distal to the protuberance on the needle. A method including positioning a catheter assembly including at least one needle delivery device disposed in an at least one delivery cannula, the at least one delivery cannula having an exit end; modifying the shape of the catheter assembly to modify the orientation of the exit end of the at least one delivery cannula at a region of interest; and advancing the at least one needle delivery device beyond the exit end of the at least one delivery cannula according to a controlled orientation.",0
P120006,6761733,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. OVATION ABDOMINAL STENT GRAFT SYSTEM. TREATMENT OF PATIENTS WITH ABDOMINALAORTIC ANEURYSMS HAVING VASCULAR MORPHOLOGY SUITABLE FOR ENDOVASCULAR REPAIR, INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS COMPATIBLE WITH VASCULAR ACCESS TECHNIQUES, DEVICES, AND/OR ACCESSORIES; 2) NON-ANEURYSMAL PROXIMAL AORTIC NECK, A) WITH A LENGTH OF AT LEAST 7 MM PROXIMAL TO ANEURYSM; B) WITH AN INNER WALL DIAMETER OF NO LESS THAN 16 MM AND NO GREATER THAN 30 MM; AND C) WITH AN AORTIC ANGLE OF <= 60 DEGREES IF PROXIMAL NECK IS >= 10 MM AND <=45 DEGREES IF PROXIMAL NECK IS <10 MM. 3) ADEQUATE DISTAL ILIAC LANDING ZONE, A) WITH A LENGTH OF AT LEAST 10 MM; AND WITH AN INNER WALL DIAMETER OF NO LESS THAN 8 MM AND NO GREATER THAN 20 MM.","Delivery system and method for bifurcated endovascular graft. A flexible low profile delivery system for delivery of an expandable intracorporeal device, specifically, an endovascular graft, which has at least one belt circumferentially disposed about the device in a constraining configuration. The belt is released by a release member, such as a release wire, by retracting the wire from looped ends of the belt. Multiple belts can be used and can be released sequentially so as to control the order of release and placement of the endovascular graft. An outer protective sheath may be disposed about the endovascular graft while in a constrained state which must first be retracted or otherwise removed prior to release of the graft from a constrained state. The delivery system can be configured for delivery over a guiding device such as a guidewire. The delivery system can also be configured for delivery of bifurcated intracorporeal devices.",1
P220013,11541227,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Fibrillation. TactiFle Ablation Ca ter, Sensor Enabled. use in cardiac electrophysiological mapping and for treatment of drug refractory recurrent symptomatic paroxysmal atrial fibrillation and concomitant atrial flutter","Dual sensor electrodes for providing enhanced resuscitation feedback. A system for facilitating resuscitation includes: a first electrode assembly having a therapy side and a first motion sensor; a second electrode assembly having a therapy side and a second motion sensor; processing circuitry operatively connected to and programmed to receive and process signals from the first and second motion sensors to estimate at least one of a chest compression depth and rate during administration of chest compressions and to compare the chest compression depth or rate to a desired range; and an output device for providing instructions to a user to administer chest compressions based on the comparison of the estimated chest compression depth or rate to the desired range. One or both of the electrode assemblies may be constructed so that the conductive therapeutic portion is able to maintain substantial conformance to the anatomy of the patient when coupled thereto. For example, at least a portion of the flexible electrode pad may be able to flex from a more rigid s",0
P200041,7824358,"Catheter, Percutaneous Transluminal Coronary Angioplasty (Ptca), Cutting/Scoring. Scoreflex NC Scoring PTCA Ca ter., Balloon dilatation of a de novo stenotic portion of a coronary artery and in-stent restenosis in coronary arteries in patients evidencing coronary ischemia for purpose of improving myocardial perfusion.",Heart pump connector. A heart assist device connection system comprises an inflow connector in fluid-tight communication with an inflow section of a heart assist device. The connector is configured to be releasably connected to an inlet extension inserted into a patient's ventricle. The connector has one or more recesses configured to match a protrusion on the inlet extension. The system also comprises an outflow connector in fluid communication with an outflow section of the heart assist device. The outflow connector is configured to be releasably connected to a conduit attached-to the patient's vasculature.,0
P180007,11051937,"Valve, Pulmonary. of Spiration® Valve System. Spiration® Valves are one-way endobronchial valves indicated for adult patients with shortness of breath and hyperinflation associated with severe emphysema in regions of lung that have low collateral ventilation.","Prosthetic heart valve. An implantable prosthetic valve can comprise an annular frame comprising an inflow end and an outflow end and being radially collapsible and expandable between a radially collapsed configuration and a radially expanded configuration, the frame defining an axial direction extending from the inflow end to the outflow end, a leaflet structure positioned within the frame and secured thereto, and an annular outer skirt positioned around an outer surface of the frame, wherein the outer skirt comprises an inflow edge secured to the frame at a first location, an outflow edge comprising a plurality of alternating projections and notches, wherein the projections are secured to the frame at a second location, and the notches are not directly secured to the frame, an intermediate portion between the inflow edge and the outflow edge that comprises a plurality of openings.",0
P900056,5084034,"CATHETER, CORONARY, ATHERECTOMY. ","Method for sampling body fluids.  In general, the invention is an improved device and method of obtaining body fluid samples from an indwelling catheter. A valve having ports for attachment of a catheter, attachment of a fluid line, and collection of fluids has positions that allow fluid to be removed from the catheter, fluid to be removed from the fluid line, and fluid in the fluid line to be introduced into the catheter. A connector inserted in the collection port forms a fluid-tight seal with the collection port and communicates with a needle which protrudes outwardly in a manner that allows the needle to penetrate a sealing member. Protective means associated with the needle prevents inadvertent contact by the user with the needle or with fluid adhered to the needle. The needle is constructed to removably receive a vacuum collection tube with a penetrable sealing member in a manner that penetrates the sealing member and applies the force of the vacuum of the tube to the needle and to the collection port. ",0
P030035,8121687,"Defibrillator, Automatic Implantable Cardioverter, With Cardiac Resynchronization (CRT-D). ST. JUDE FRONTIER BIVENTRICULAR CARDIAC PACING SYSTEM. FRONTIER BIVENTRICULAR PACING SYSTEM IS INDICATED FOR MAINTAINING SYNCHRONY OF LEFT AND RIGHT VENTRICLES IN PATIENTS WHO HAVE UNDERGONE AN AV NODAL ABLATION FOR CHRONIC ATRIAL FIBRILLATION AND HAVE NYHA CLASS II OR III HEART FAILURE.","Cardiac motion characterization by strain measurement. Methods for evaluating motion of a cardiac tissue location, e.g., heart wall, are provided. In the subject methods, timing of a signal obtain from a strain gauge stably associated with the tissue location of interest is employed to evaluate movement of the cardiac tissue location. Also provided are systems, devices and related compositions for practicing the subject methods. The subject methods and devices find use in a variety of different applications, including cardiac resynchronization therapy.",0
P180025,10383611,"Device, Hemostasis, Vascular. 14F MANTA Vascular Closure Device. closure of femoral arterial access sites following use of 10-14F devices or sheaths (maximum OD/profile of 18F), and 18F MANTA Vascular Closure Device is indicated for closure of femoral arterial access sites following use of 15-18F devices or sheaths (maximum OD/profile of 25F).","Instrument and methods for surgically closing percutaneous punctures. A closure device for sealing a percutaneous puncture in a wall of a body passageway, the closure device including at least one of a toggle configured to engage an interior surface of the body passageway or a plug configured to engage an exterior surface of the body passageway and a guide wire configured to extend from an outside of the body to inside the body passageway, wherein at least one of the toggle and the plug is associated with the guide wire.",1
P040043,12036116,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. TAG THORACIC ENDOPROS SIS AND DELIVERY CA TER. DEVICE IS INTENDED FOR ENDOVASCULAR REPAIR OF ANEURYSMS OF DESCENDING THORACIC AORTA IN PATIENTS WHO HAVE APPROPRIATE ANATOMY INCLUDING, 1) ADEQUATE ILIAC/FEMORAL ACCESS. 2) AORTIC INNER DIAMETER IN RANGE OF 23-37 MM. 3) >=2 CM NON-ANEURYSMAL AORTA PROXIMAL AND DISTAL TO ANEURYSM.","Aortic valve stent graft. An implantable endoluminal prosthesis for replacing a damaged aortic valve is provided. In one embodiment, the prosthesis includes a balloon-expandable stent, a tubular conduit that extends into the ascending aorta, and a self-expanding stent. The tubular conduit extends across the balloon-expandable stent. The tubular conduit includes an artificial valve. The self-expanding stent extends across the tubular conduit into the ascending aorta. The balloon-expandable stent, the tubular conduit, and the self-expanding stent are coupled to provide unidirectional flow of fluid into the aorta and further into the coronary arteries. Also provided is a method for implanting the endoluminal prosthesis.",0
P930031,10779851,"SHUNT, PORTOSYSTEMIC, ENDOPROSTHESIS. WALLSTENT TIPS (TRANSJUGULAR INTRAHEPATIC PORTOSYSTEMIC SHUNT) ENDOPROS SIS.",Fluid jet arterial surgical device. A catheter mounted arterial surgical tool has a body with a fluid jet prong extending from a distal end of the body along a prong axis that is parallel to and laterally offset from a body axis. A fluid passage extends through the fluid jet prong to an outlet that points laterally relative to the prong axis. A deflector anvil extends from the distal end of the body along a deflector axis that is parallel to and offset from the body axis. The deflector anvil has a face that faces toward the fluid jet prong and is impinged by a fluid jet discharged from the outlet. A pair of guide wire holes extend from the proximal to the distal end of the body parallel to the body axis for receiving guide wires to enable the body to slide along the guide wires.,0
P030025,11166729,Coronary Drug-Eluting Stent. TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM (MONORAIL AND OVER- -WIRE). IMPROVING LUMINAL DIAMETER FOR TREATMENT OF DE NOVO LESIONS <28 MM IN LENGTH IN NATIVE CORONARY ARTERIES >= 2.5 TO <= 3.75 MM IN DIAMETER.,"Method and device for secluding a body vessel. A device for secluding a body vessel may include a distal balloon, a proximal balloon, an aspiration port positioned adjacent to the distal balloon, an injection port positioned adjacent to the proximal balloon, and a lumen assembly. The lumen assembly may comprise a central lumen, a distal balloon lumen operably coupled to the distal balloon, a proximal balloon lumen operably coupled to the proximal balloon, an aspiration port lumen operably coupled to the aspiration port, and an injection port lumen operably coupled to the injection port. The distal balloon and the proximal balloon may define a treatment chamber therebetween, and the aspiration port and the injection port may be positioned within the treatment chamber on the lumen assembly.",0
P160021,8355777,"Iliac Covered Stent, Arterial. GORE® VIABAHN® VBX Balloon Expandable Endopros sis is indicated for treatment of de novo or restenotic lesions found in iliac arteries with reference vessel diameters ranging from 5mm - 13mm and lesion lengths up to 110mm, including lesions at aortic bifurcation.",Apparatus and method for sensor deployment and fixation. A delivery system for fixation of an implant assembly having an intracorporeal device at a deployment site using an anchoring structure. This invention provides an implant assembly having an anchor for fixation within a vessel. The anchoring structure adapted to be delivered via a catheter.,0
P040021,7449210,"Heart-Valve, Non-Allograft Tissue. SJM BIOCOR VALVE AND SJM BIOCOR SUPRA VALVE.",Electrostatic loading of drugs on implantable medical devices. A method for electrostatic loading of drugs on an implantable medical device is disclosed.,0
P130029,5972016,"System, Endovascular Graft, Arteriovenous (AV) Dialysis Access Circuit Stenosis Treatment. FLUENCY PLUS ENDOVASCULAR STENT GRAFT. USE IN TREATMENT OF IN-STENT RESTENOSIS IN VENOUS OUTFLOW OF HEMODIALYSIS PATIENTS DIALYZING BY EI R AN ARTERIOVENOUS(AV) FISTULA OR AV GRAFT.",Stent crimping device and method of use.  A device and method for enabling substantially uniform and tight crimping of an intravascular stent onto a balloon catheter assembly. The device has a base portion having an intermediate portion and pivoting arm portions attached thereto. A loop portion is attached at its end portions to the pivoting handle portions. The loop portion has a compressible and generally cylindrical opening which is substantially uniformly compressible radially inwardly upon pivoting the arm portions downwardly from the intermediate portion. This substantially uniformly and tightly crimps the stent onto the catheter portion which is inserted therein. ,0
P180025,10668253,"Device, Hemostasis, Vascular. 14F MANTA Vascular Closure Device. closure of femoral arterial access sites following use of 10-14F devices or sheaths (maximum OD/profile of 18F), and 18F MANTA Vascular Closure Device is indicated for closure of femoral arterial access sites following use of 15-18F devices or sheaths (maximum OD/profile of 25F).","Methods for exchanging devices. A method for replacing a first sheath, whose distal end is positioned inside a vessel and whose proximal end is positioned outside the skin of a patient, with a second sheath may involve inserting a dilator over a guidewire and into the first sheath until a distal end of the dilator and a distal end of the guidewire are positioned inside the vessel. The dilator may be hubless or include a removable hub, and may define an external channel configured to receive a second guidewire. The method may further involve removing the first sheath, thereby leaving the dilator and the guidewire in place. After removing the first sheath, a second sheath may be passed over the dilator and the guidewire until the distal end of the second sheath is positioned inside the vessel. The method may further involve removing the dilator and the guidewire, leaving the second sheath in place.",1
P110043,7141059,"STENT, ILIAC. OMNILINK ELITE VASCULAR BALLOON-EXPANDABLE STENT SYSTEM. TREATMENT OF A ROSCLEROTIC ILIAC ARTERY LESIONS WITH REFERENCE VESSEL DIAMETERS OF >= 5.0 MM AND <= 11.0 MM AND LESION LENGTHS UP TO 50 MM.","Balloon catheter having a flexible distal end. A catheter having an elongated shaft with a proximal end, a distal end, and at least one lumen, and a distal portion of the shaft being at least in part within an outer sheath having a wedge-shaped distal end. In one embodiment, the outer sheath around the distal end of the shaft is the distal skirt section of the balloon. In an alternative embodiment, the outer sheath is a sleeve member having at least a portion located distal to the distal end of the balloon.",1
P170018,6813517,"Automated External Defibrillators (Non-Wearable). LIFEPAK® CR2 Defibrillator. use on patients 1 year of age and older in cardiopulmonary arrest. patient must be unresponsive (unconscious), not breathing normally, and showing no signs of circulation (for example, no pulse, no coughing, or no movement). cprCOACH Feedback Technology in LIFEPAK® CR2 Defibrillator is indicated for use on cardiopulmonary arrest patients and provides CPR guidance in accordance with AHA Guidelines for patients 1 year of age and older. LIFEPAK® CR2 Defibrillator is intended for use by personnel who have been trained in its operation. Users should have received training in basic life support/AED, advanced life support or a physician-authorized emergency medical response training program. LIFEPAK® CR2 Defibrillator is indicated to be used with QUIK-STEP Pacing/ECG Defibrillation Electrodes and LIFEPAK CR2 Lithium Battery.",. ,1
P140003,10808704,"Temporary Non-Roller Type Left Heart Support Blood Pump. IMPELLA., IMPELLA 2.5 SYSTEM IS A TEMPORARY (<= 6 HOURS) VENTRICULAR SUPPORT DEVICE INDICATED FOR USE DURING HIGH RISK PERCUTANEOUS CORONARY INTERVENTIONS (PCI) PERFORMED IN ELECTIVE OR URGENT, HEMODYNAMICALLY STABLE PATIENTS WITH SEVERE CORONARY ARTERY DISEASE AND DEPRESSED LEFT VENTRICULAR EJECTION FRACTION, WHEN A HEART TEAM, INCLUDING A CARDIAC SURGEON, HAS DETERMINED HIGH RISK PCI IS APPROPRIATE RAPEUTIC OPTION. USE OF IMPELLA 2.5 IN SE PATIENTS MAY PREVENT HEMODYNAMIC INSTABILITY WHICH CAN RESULT FROM REPEAT EPISODES OF REVERSIBLE MYOCARDIAL ISCHEMIA THAT OCCUR DURING PLANNED TEMPORARY CORONARY OCCLUSIONS AND MAY REDUCE PERI- AND POST-PROCEDURAL ADVERSE EVENTS.",. ,1
P130010,9814450,"Drug Eluting Permanent Right Ventricular (RV) Or Right Atrial (RA) Pacemaker Electrodes. VEGA Steroid-Eluting Endocardial Leads (VEGA R45, VEGA R52, and VEGA R58).","Electromechanical surgical apparatus including wire routing clock spring. An electromechanical surgical system is disclosed including a hand-held surgical instrument, an end effector configured to perform at least one function, and a shaft assembly arranged for selectively interconnecting the end effector and the surgical instrument. The shaft assembly includes a linkage having a proximal housing and a distal housing at least partially received within the proximal housing. The distal housing is rotatable relative to the proximal housing and configured to selectively interconnect the end effector to the shaft assembly. The shaft assembly further includes a wire extending through the linkage having a central portion disposed within an annular groove defined between the proximal and distal housings. The central portion of the wire is annularly wound within the annular groove to define a coil. The coil is configured to at least one of radially expand and contract upon rotation of the distal housing relative to the proximal housing.",0
P180029,10973632,"Aortic Valve, Prosthesis, Percutaneously Delivered. LOTUS Edge Valve System. relief of aortic stenosis in patients with symptomatic heart disease due to severe native calcific aortic stenosis (aortic valve area of <= 1.0 cm2 or index of <= 0.6 cm2/m2) who are judged by a heart team, including a cardiac surgeon, to be at high or greater risk for open surgical rapy (i.e., predicted risk of surgical mortality >= 8% at 30 days, based on Society of Thoracic Surgeons (STS) risk score and o r clinical comorbidities unmeasured by STS risk calculator).","Percutaneously deliverable heart valve including folded membrane cusps with integral leaflets. A transcatheter, percutaneously implantable, prosthetic heart valve is provided that comprises a lattice frame and two or more integrated cusp and leaflet folded structures attached to the lattice frame. The two or more integrated cusp and leaflet folded structures each comprise a flat sheet of biocompatible membrane that is folded to include a substantially conical shape according to a flat folding pattern. The substantially conical shape is further formed by joining apposing sides of the substantially conical shape along a seam. The two or more integrated cusp and leaflet folded structures are each attached along their respective seams to the lattice frame in a direction substantially parallel to an axis of the lattice frame. Embodiments of valves described herein have application within the entire vascular system.",0
P040022,10524693,"Device, Hemostasis, Vascular. EVS VASCULAR CLOSURE SYSTEM. PERCUTANEOUS FEMORAL ARTERY APPROXIMATION. EVS VASCULAR CLOSURE SYSTEM IS ALSO INDICATED TO REDUCE TIME TO HEMOSTASIS AT FEMORAL PUNCTURE SITES AND TO REDUCE TIME TO AMBULATION FOR PATIENTS UNDERGOING DIAGNOSTIC AND INTERVENTIONAL CA TERIZATION PROCEDURES USING 6-8 FRENCH PROCEDURAL SHEATHS.","Registration device, system, kit and method for a patient registration. A registration device for patient registration comprises at least one reference marker adapted to be sensed by an imaging system and/or at least one position element adapted to be localized by a position sensing system, and fixation element for positioning the registration device in a patient's body cavity at a location comprising soft tissue. The registration device is adapted to be introduced into and positioned in the patient's body cavity, particularly in the viscerocranium such as the nasal cavity, the nasopharynx, the ear canal(s) and/or the neurocranium such as a cerebral ventricle.",0
P880065,8603029,"PULSE-GENERATOR, PROGRAM MODULE. ","Apparatuses and methods for medication administration. Apparatuses and methods for medication administration via a body cavity. In one aspect, a medication administration device includes: a tip portion having a plurality of holes and a balloon defining a balloon cavity. When the balloon is deflated the tip portion can be inserted into a body cavity, such as the rectum, to allow medication delivery through the holes in the tip portion. When inflated, the balloon can prevent the tip portion from being withdrawn from the body cavity and/or hold dispersed medication within the body cavity. The device further includes a port portion that has a first port and a second port, and an elongated tubular portion that is coupled between the tip portion and the port portion. The tubular portion has a first lumen connecting the first port to the plurality of holes in the tip portion, and a second lumen connecting the second port to the balloon cavity.",0
P160004,10806563,"STENT, SUPERFICIAL FEMORAL ARTERY. GORE TIGRIS Vascular Stent. This device is intended to improve luminal diameter in patients with symptomatic de-novo or restenotic lesions or occlusions in native superficial femoral artery (SFA) and proximal popliteal artery (PPA) with reference vessel diameters ranging from 4.0-6.5 mm and lesion lengths up to 240 mm.","Preloaded wire for endoluminal device. A system may include an endoluminal prosthesis and a guide wire. The prosthesis may include a tubular body including a graft material wall, a proximal end opening, a distal end opening, and a lumen extending longitudinally therein. The prosthesis may include first and second fenestrations in the graft material wall. The first and second fenestrations may be spaced from one another circumferentially about the tubular body. The guide wire may have a first end and a second end both extending from a region proximal of the proximal end opening. The guide wire may enter the proximal end opening, exit the first fenestration, partially traverse an exterior surface of the prosthesis, enter the second fenestration, and exit the proximal end opening. One or more of the fenestrations may include a branch.",0
